"","Wi-1","Wi-2","Wi-3","HiN-1","H11-2","H11-3","hgnc_symbol"
"ENSG00000173825",24.4527160740658,23.1595656507598,54.0086417425022,28.4238812835203,32.9712298101395,36.3409382306939,"TIGD3"
"ENSG00000162241",3.37278842400908,3.47393484761396,33.0665153525524,18.3379879248518,10.3623865117581,5.19156260438484,"SLC25A45"
"ENSG00000126391",503.388672283355,519.932248859556,451.909043151549,531.801649820703,554.858695947775,557.573823710931,"FRMD8"
"ENSG00000245532",80.9469221762179,106.534001993495,344.993976844963,279.654315853991,123.406603003665,144.325440401898,"NEAT1"
"ENSG00000173727",3.37278842400908,0,2.20443435683683,1.83379879248518,5.65221082459533,4.15325008350787,NA
"ENSG00000251562",2811.21915141157,5602.29893091878,5600.36548354396,4470.80145607888,3457.26895437748,2336.20317197318,"MALAT1"
"ENSG00000142186",1313.70109115154,1345.57076430914,1365.64708406041,1412.02507021359,1390.44386285045,1631.18897029772,"SCYL1"
"ENSG00000168056",247.056752058665,418.030159996214,428.762482404763,419.023024082865,414.495460470325,372.754194994831,"LTBP3"
"ENSG00000260233",10.1183652720272,16.2116959555318,20.9421263899498,3.66759758497037,15.0725621989209,8.30650016701574,NA
"ENSG00000173465",552.294104431487,900.907103814554,584.175104561759,658.333766502181,972.180261830398,879.450705182791,"ZNRD2"
"ENSG00000176973",165.266632776445,230.43767822506,111.32393502026,171.460187097365,206.30569509773,217.007316863286,"FAM89B"
"ENSG00000173442",275.725453662742,273.282874678965,405.615921657976,487.790478801059,410.727319920594,483.853634728667,"EHBP1L1"
"ENSG00000173338",9.27516816602497,1.15797828253799,14.3288233194394,13.7534909436389,16.956632473786,5.19156260438484,"KCNK7"
"ENSG00000173327",1578.46498243625,1410.41754813127,1255.42536621857,1437.69825330838,1459.21242788303,1592.77140702527,"MAP3K11"
"ENSG00000197136",1277.44361559344,1105.86925982378,1292.9007502848,1644.91751685921,1172.83374610353,1632.22728281859,"PCNX3"
"ENSG00000213445",696.480809557875,897.43316896694,872.956005307383,1043.43151292407,1199.21072995164,1315.54196395112,"SIPA1"
"ENSG00000173039",516.036628873389,443.505682212049,576.45958431283,505.211567329668,581.235679795887,539.922510856023,"RELA"
"ENSG00000172977",651.791362939754,415.714203431138,339.482890952871,468.535591479964,396.596792859106,390.40550784974,"KAT5"
"ENSG00000172922",517.723023085393,800.162993233749,512.530987964562,654.666168917211,624.569296117784,526.424448084622,"RNASEH2C"
"ENSG00000254470",494.956701223332,303.390310024953,300.905289708227,446.530005970142,397.538827996539,491.121822374805,"AP5B1"
"ENSG00000172818",100.34045561427,61.3728489745133,70.5418994187784,51.3463661895851,75.3628109946045,78.9117515866495,"OVOL1"
"ENSG00000172757",17135.4515881781,25331.932908801,14580.1288361188,16227.2855147014,25216.3965587947,21299.9430532701,"CFL1"
"ENSG00000172803",53.121417678143,63.6888055395893,60.6219448130127,63.2660583407388,36.7393703598697,44.6474383977096,"SNX32"
"ENSG00000172732",508.447854919369,620.676359440361,522.450942570328,519.88195766955,502.104728251552,521.232885480237,"MUS81"
"ENSG00000172638",331.376462658892,311.496158002719,193.990223401641,340.169676006002,293.914962878957,187.934566278731,"EFEMP2"
"ENSG00000172500",1550.63947793817,1762.44294602282,987.586591862898,1238.73108432374,1466.74870898249,1288.54583840832,"FIBP"
"ENSG00000175602",907.280086058442,1563.27068142628,1210.23446190342,1375.34909436389,1942.47645338593,1845.08134959837,"CCDC85B"
"ENSG00000175592",75.8877395402043,70.6366752348172,489.384427217775,248.479736381742,403.191038821134,284.497630720289,"FOSL1"
"ENSG00000175573",488.211124375314,749.211948802078,470.646735184662,471.286289668692,650.946279965896,558.612136231808,"C11orf68"
"ENSG00000175550",2747.9793684614,3908.17670356571,1873.7692033113,2400.44261936311,2861.9027475201,2336.20317197318,"DRAP1"
"ENSG00000175513",171.169012518461,82.2164580601971,19.8399092115314,26.5900824910352,14.1305270614883,15.5746878131545,"TSGA10IP"
"ENSG00000175467",2149.30942319978,1857.39716519093,1709.53884372696,2014.42797354497,2002.76670218161,2680.92292890433,"SART1"
"ENSG00000175376",615.533887381657,563.935423596,472.851169541499,531.801649820703,653.772385378194,625.064137567934,"EIF1AD"
"ENSG00000175334",3774.15024646616,5335.96392593505,2774.28063807915,3240.32246632132,4444.5217784068,3749.34651288673,"BANF1"
